year,position,song,artist_main,artist_full,song_and_artist,avg_rank,peak_rank,weeks_on_board
1985,78,Axel F,Harold Faltermeyer,Harold Faltermeyer,Axel F - Harold Faltermeyer,35.11,3,190
1985,79,One Of The Living,Tina Turner,Tina Turner,One Of The Living - Tina Turner,35.15,15,91
1985,80,Some Like It Hot,The Power Station,The Power Station,Some Like It Hot - The Power Station,35.17,6,171
1985,81,Dancing In The Street,David Bowie and Mick Jagger,David Bowie & Mick Jagger,Dancing In The Street - David Bowie and Mick Jagger,35.29,7,105
1985,82,Run To You,Bryan Adams,Bryan Adams,Run To You - Bryan Adams,35.4,6,145
1985,83,All I Need,Jack Wagner,Jack Wagner,All I Need - Jack Wagner,35.45,2,187
1985,84,You Give Good Love,Whitney Houston,Whitney Houston,You Give Good Love - Whitney Houston,35.62,3,231
1985,85,I Miss You,Klymaxx,Klymaxx,I Miss You - Klymaxx,35.69,5,136
1985,86,You're Only Human (Second Wind),Billy Joel,Billy Joel,You're Only Human (Second Wind) - Billy Joel,35.81,9,136
1985,87,St. Elmo's Fire (Man In Motion),John Parr,John Parr,St. Elmo's Fire (Man In Motion) - John Parr,35.82,1,253
1985,88,Rhythm Of The Night,Debarge,Debarge,Rhythm Of The Night - Debarge,35.91,3,253
1985,89,Smooth Operator,Sade,Sade,Smooth Operator - Sade,36.25,5,210
1985,90,Private Dancer,Tina Turner,Tina Turner,Private Dancer - Tina Turner,36.28,7,171
1985,91,I'm Gonna Tear Your Playhouse Down,Paul Young,Paul Young,I'm Gonna Tear Your Playhouse Down - Paul Young,36.29,13,105
1985,92,I'm Your Man,Wham!,Wham!,I'm Your Man - Wham!,36.4,20,15
1985,93,Invincible (Theme From The Legend Of Billie Jean),Pat Benatar,Pat Benatar,Invincible (Theme From The Legend Of Billie Jean) - Pat Benatar,36.41,10,153
1985,94,Who's Holding Donna Now,Debarge,Debarge,Who's Holding Donna Now - Debarge,36.42,6,190
1985,95,High On You,Survivor,Survivor,High On You - Survivor,36.47,8,153
1985,96,Voices Carry,'Til Tuesday,'Til Tuesday,Voices Carry - 'Til Tuesday,36.48,8,231
1985,97,My Hometown,Bruce Springsteen,Bruce Springsteen,My Hometown - Bruce Springsteen,36.75,16,10
1985,98,Take On Me,a-ha,a-ha,Take On Me - a-ha,36.8,1,325
1985,99,Do They Know It's Christmas?,Band-Aid,Band-Aid,Do They Know It's Christmas? - Band-Aid,37.0,13,42
1985,100,Cherish,Kool and The Gang,Kool & The Gang,Cherish - Kool and The Gang,37.08,2,325
1986,1,Hip To Be Square,Huey Lewis and The News,Huey Lewis & The News,Hip To Be Square - Huey Lewis and The News,15.82,3,66
1986,2,True Blue,Madonna,Madonna,True Blue - Madonna,19.62,3,91
1986,3,Amanda,Boston,Boston,Amanda - Boston,20.21,1,105
1986,4,Human,The Human League,The Human League,Human - The Human League,20.69,1,136
1986,5,Notorious,Duran Duran,Duran Duran,Notorious - Duran Duran,21.33,3,45
1986,6,War,Bruce Springsteen,Bruce Springsteen,War - Bruce Springsteen,22.0,8,21
1986,7,Burning Heart,Survivor,Survivor,Burning Heart - Survivor,23.08,2,208
1986,8,The Next Time I Fall,Peter Cetera With Amy Grant,Peter Cetera With Amy Grant,The Next Time I Fall - Peter Cetera With Amy Grant,23.4,1,120
1986,9,Dancing On The Ceiling,Lionel Richie,Lionel Richie,Dancing On The Ceiling - Lionel Richie,23.53,2,153
1986,10,Love Will Conquer All,Lionel Richie,Lionel Richie,Love Will Conquer All - Lionel Richie,24.38,9,91
1986,11,Greatest Love Of All,Whitney Houston,Whitney Houston,Greatest Love Of All - Whitney Houston,24.94,1,171
1986,12,Kiss,Prince And The Revolution,Prince And The Revolution,Kiss - Prince And The Revolution,25.56,1,171
1986,13,To Be A Lover,Billy Idol,Billy Idol,To Be A Lover - Billy Idol,25.62,6,91
1986,14,Everybody Have Fun Tonight,Wang Chung,Wang Chung,Everybody Have Fun Tonight - Wang Chung,25.69,2,91
1986,15,Harlem Shuffle,The Rolling Stones,The Rolling Stones,Harlem Shuffle - The Rolling Stones,25.92,5,91
1986,16,Why Can't This Be Love,Van Halen,Van Halen,Why Can't This Be Love - Van Halen,26.0,3,136
1986,17,Kyrie,Mr. Mister,Mr. Mister,Kyrie - Mr. Mister,26.11,1,207
1986,18,That's What Friends Are For,Dionne and Friends,Dionne & Friends,That's What Friends Are For - Dionne and Friends,26.4,1,240
